セルマホ,cmavo,種類,タグ,機能語,キーワード,原文,rafsi,rafsi2,語法,文法,使用例,語源,ロジバンたんのメモ,覚え方
PA1,pa,標準,,〚pa mei〛@1は基数1に対等な@2《集合》が形成する群でありその集合の元の1個以上が@3である@4《集合》との対応によって測定される［@4《基準》に基づいて］1個からなる集合である；〚pa moi〛@1は@4〈基準〉に基づいて@2《集合》の@3〈規則〉に従って並んだ1番目の要素である；〚pa cu'o〛@1〈事象〉が@3〈基準〉に基づいて@2〈条件〉の下で発生する確率は100％である；〚pa va'e〛@1は@3〈基準〉に基づいて@2〈段階〉上の段階位置1にある；〚pa si'e〛@1 は@3〈基準〉に基づいて@2《群》の1倍の分量；〚pa roi〛1回（にわたって）；〚pa re'u〛1回目［度目］；〚pa ba'oi〛将来100％の確率で起こりえる、絶対に～するだろう；〚pa mu'ei〛100％の確率で可能な、絶対に～しえる；〚pa mai〛第1［はじめ、最初］に～、まず；〚pa mo'o〛（高位発話順序）第1［はじめ、最初］に～、まず,1、１、一、壱、1回、1回にわたって、１回、１回にわたって、一回、一回にわたって、1回目、1度目、１回目、１度目、一回目、一度目、100%、第1に～、第１に～、第一に～、はじめに～、初めに、最初に～、まず,digit/number: 1 (digit) [one].,-pav-,,・大意： 1 ・読み方： パ,,,,,
PA1,re,標準,,2 ： 数量詞；,,digit/number: 2 (digit) [two].,-rel-,,・大意： 2 ・読み方： レ,,,,,
PA1,so,標準,,9 ： 数量詞；,,digit/number: 9 (digit) [nine].,-soz-,,・大意： 9 ・読み方： ソ,,,,,
PA1,vo,標準,,4 ： 数量詞；,,digit/number: 4 (digit) [four].,-von-,,・大意： 4 ・読み方： ヴォ,,,,,
PA1,xa,標準,,6 ： 数量詞；,,digit/number: 6 (digit) [six].,-xav-,,・大意： 6 ・読み方： クァ,,,,,
PA1,ze,標準,,7 ： 数量詞；,,digit/number: 7 (digit) [seven].,-zel-,,・大意： 7 ・読み方： ゼ,,,,,
PA2,dau,標準,,16進法A/10進法10 ： 数量詞；,,digit/number: hex digit A (decimal 10) [ten].,,,・読み方： ダウ,,,,,
PA2,fei,標準,,16進法B/10進法11 ： 数量詞；,,digit/number: hex digit B (decimal 11) [eleven].,,,・読み方： フェイ,,,,,
PA2,gai,標準,,16進法C/10進法12 ： 数量詞,,digit/number: hex digit C (decimal 12) [twelve].,,,・読み方： ガイ,,,,,
PA2,jau,標準,,16進法D/10進法13 ： 数量詞；,,digit/number: hex digit D (decimal 13) [thirteen].,,,・読み方： ジャウ,,,,,
PA2,rei,標準,,16進法E/10進法14 ： 数量詞；,,digit/number: hex digit E (decimal 14) [fourteen].,,,・読み方： レイ  ・関連語： {xei},,,,,
PA2,vai,標準,,16進法F/10進法15 ： 数量詞；,,digit/number: hex digit F (decimal 15) [fifteen].,,,・読み方： ヴァイ,,,,,
PA2,xei,非標準,,16進法E/10進法14 ： 数量詞；,,digit/number: hex digit E (decimal 14) [fourteen],,,{rei} は {re} と聞き間違えやすいので、 {rei} の代わりに使われる試験的 cmavo。 ・読み方： クェイ,,,,,
PA3,ce'i,標準,,パーセント／％ ： 数量詞；,,"digit/number: % percentage symbol, hundredths.",-cez-,,"・大意： パーセント ・読み方： シェヒ ・関連語： {saclu}, {centi}, {parbi}, {frinu}",,,,,
PA3,fi'u,標準,,分数斜線 ： 数量詞； 左右の数のうち伏せられているものはデフォルトで1を表す,,"digit/number: fraction slash; default ""/n"" => 1/n, ""n/"" => n/1, or ""/"" alone => golden ratio.",,,・読み方： フィフ,,,,,
PA3,ki'o,標準,,"数カンマ ： 数量詞； 3桁ずつの区切を表す； 数が伏せられている場合はデフォルトで1,000を表す",,digit/number: number comma; thousands.,,,・読み方： キホ,,,,,
PA3,ma'u,標準,,プラス記号／正数（＋） ： 数量詞；,,digit/number: plus sign; positive number; default any positive.,,,・読み方： マフ,,,,,
PA3,me'i,標準,,～よりも少なく ： 数量詞；,,digit/number: less than.,,,・読み方： メヒ,,,,,
PA3,ni'u,標準,,負数／マイナス記号（－） ： 数量詞；,,digit/number: minus sign; negative number); default any negative.,,,・読み方： ニフ,,,,,
PA3,pi,標準,,小数点／基数点／対数底（てい） ： 数量詞； 右の数量詞に関して「全体量のうちの～」も表す,,digit/number: radix (number base) point; default decimal.,-piz-,,「pi mu nanba／半分のパン」「nanba pi mu si'e／パンの半分量」「pi re nanba／5分の1のパン」「pi mu cu'o／五分五分の確率で」「citka pi so'u nanba／パンのほんの少しを食べる」「pi so'o roi klaku／（或る時間範囲において）何度か泣く」 ・大意： 数学的底（てい） ・読み方： ピ,,,,,
PA3,pi'e,標準,,数分離 ： 数量詞； （16進数以下での）数の分離を示す； 時分秒や年月日を表すのに用いる,,"digit/number:separates digits for base >16, not current standard, or variable (e.g. time, date).",,,「ti'u pa pi'e cino／1時30分」「de'i renonopa pi'e so pi'e papa／2001年9月11日」 ・読み方： ピヘ,,,,,
PA3,ra'e,標準,,小数反復 ： 数量詞； 右の小数数量詞のまとまりが以降ずっと反復するのを表す,,digit/number: repeating digits (of a decimal) follow.,,,pi 35 ra'e 14285／.35142857142857...」 ・読み方： ラヘ,,,,,
PA3,za'u,標準,,~以上の／~よりも多くの ： 数量詞；,,digit/number: greater than.,,,・読み方： ザフ,,,,,
PA4,da'a,標準,,n 以外全て ： 数量詞； デフォルトは1,,digit/number: all except n; all but n; default 1.,-daz-,,「da'a re prenu = 二人を除く全員」 ・大意： 以外 ・読み方： ダハ ・語呂合わせ： 我以外は打破,,,,,
PA4,du'e,標準,,過多 ： 数量詞；,,digit/number: too many; subjective.,,,・読み方： ドゥヘ,,,,,
PA4,ji'i,標準,,およそ／約 ： 数量詞,,digit/number: approximately (default the typical value in this context) (number).,,,・読み方： ジヒ,,,,,
PA4,mo'a,標準,,少なすぎる～ ： 数量詞；,,digit/number: too few; subjective.,-mob-,,・大意： 過少 ・読み方： モハ,,,,,
PA4,no'ai,非標準,,digit/number: absolute zero; nothing; there does not exist; ∄,,digit/number: absolute zero; nothing; there does not exist; ∄,,,"Mathematically equivalent to {no}, but implies lack of negative values, especially on a scale ({va'e}/{va'ei} e.g.). Equivalent to ""{rone'e} {no}"". Cf. {no'e'u}, {su'o}, {ro}, {su'oi}, {ro'oi}",,,,,
PA4,no'e'u,非標準,,digit/number: liminal zero; neither positive nor negative,,digit/number: liminal zero; neither positive nor negative,,,"Mathematically equivalent to {no}, but implies existence of both positive and negative values, especially on a scale ({va'e}/{va'ei} e.g.). Cf. {no'ai}, {no'e}, {ma'u}, {ni'u}",,,,,
PA4,rau,標準,,十分な ： 数量詞；,,digit/number: enough; subjective.,,,・読み方： ラウ,,,,,
PA4,ro,標準,,各／全／一つ一つの ： 数量詞；,,"digit/number: each, all.",-rol-,,「ro da vrici ke kampre mutce／みんなとり／″＼に人間味たつぷりだ」（山頭火『行乞記（二）』） ・大意： 各／全 ・読み方： ロ,,,,,
PA4,ro'oi,非標準,,∀（全）を表す複数量化子,,universal plural quantifier. ``All.'',,,``{ro'oi} {da}'' = ``{na} {ku} {su'oi} {da} {na} {ku}.'' cf. {ro} は ∀ を表す単数量化子,,,,,
PA4,so'a,標準,,ほぼ全ての ： 数量詞；,,digit/number: almost all (digit/number).,-soj-,,・大意： 殆ど ・読み方： ソハ,,,,,
PA4,so'e,標準,,ほとんどの ： 数量詞；,,digit/number: most.,-sop-,,・大意： 大半 ・読み方： ソヘ,,,,,
PA4,so'i,標準,,たくさんの ： 数量詞；,,digit/number: many.,-sor-   ,-so'i-,・大意： 沢山 ・読み方： ソヒ,,,,,
PA4,so'o,標準,,いくつかの ： 数量詞；,,digit/number: several.,-sos-,,・大意： 幾つか ・読み方： ソホ,,,,,
PA4,so'u,標準,,少しの ： 数量詞；,,digit/number: few.,-sot-,,・大意： 少し ・読み方： ソフ,,,,,
PA4,su'ai,非標準,,"digit/number: precise to within the stated sigfigs (significant figures/digits); approximately, measured to be approximately, with some error/rounding",,"digit/number: precise to within the stated sigfigs (significant figures/digits); approximately, measured to be approximately, with some error/rounding",,,In the {su'e} and {su'o} family. See also: {su'au}.,,,,,
PA4,su'au,非標準,,"digit/number: exact, exactly equal to, no more and no less, mathematically ideally (no measuring or rounding error)",,"digit/number: exact, exactly equal to, no more and no less, mathematically ideally (no measuring or rounding error)",,,"In the {su'e} and {su'o} family. In some sense, it is equivalent to {su'e} {je} {su'o}; in some sense, it emphasizes the exact equality; but it also can distinguish results from data/measurements and mathematical truths. See also: {su'ai}.",,,,,
PA4,su'e,標準,,最大で～／多くとも～ ： 数量詞；,,digit/number: at most (all); no more than.,-sup-   ,-su'e-,・大意： 多くても ・読み方： スヘ,,,,,
PA4,su'o,標準,,最小で～／少なくとも～ ： 数量詞；,,digit/number: at least (some); no less than.,-suz-   ,-su'o-,"・大意： 少なくとも ・読み方： スホ ・関連語： {cmalu}, {mleca}",,,,,
PA4,su'oi,非標準,,∃（存在）を表す複数量化子,,existential plural quantifier. ``There is/are.'',,,``{su'oi} {da}'' = ``{na} {ku} {ro'oi} {da} {na} {ku}.'' cf. {su'o} は ∃ を表す単数量化子,,,,,
PA4,xe'e,非標準,,digit/number: any/non-specific referent; modifies quantifier to indicate that it is not important what the specific members of the referential set are,,digit/number: any/non-specific referent; modifies quantifier to indicate that it is not important what the specific members of the referential set are,,,"Note: {ro} is preferred if you are merely saying that the predicate is true for all referents (""Anyone can do this""), rather than saying something like ""Choose any two apples"". // (xe'e pa prenu) = ""any one person / one non-specific person"", ({xe'enai} pa prenu) = ""one specific person"". See {itca}, {steci}, {su'anai}, {su'ero}, {te'i'o}",,,,,
PA5,ci'i,標準,,無限 ： 数量詞； 数が続く場合は可算無限集合の濃度を表す,,digit/number: infinity; followed by digits => aleph cardinality.,,,・読み方： シヒ,,,,,
PA5,fai'e'au,非標準,,digit/number: first Feigenbaum constant δ = 4.669 201 609 102 990 671 853 203 821 578(...).,,digit/number: first Feigenbaum constant δ = 4.669 201 609 102 990 671 853 203 821 578(...).,,,See also: {fai'e'ai},,,,,
PA5,fai'u,非標準,,"digit/number: phi, the ""golden ratio"" (approx. = 1.6180...); the ratio a/b such that it equals (a+b)/a",,"digit/number: phi, the ""golden ratio"" (approx. = 1.6180...); the ratio a/b such that it equals (a+b)/a",,,,,,,,
PA5,fai'u'a,非標準,,digit/number: the fine-structure constant α ≈ 7.2973525698(…)*10^{-3} ≈ 1/137.035999074,,digit/number: the fine-structure constant α ≈ 7.2973525698(…)*10^{-3} ≈ 1/137.035999074,,,,,,,,
PA5,fu'a'ai,非標準,,digit/number: first Foias' constant; the unique value of x_1 such that x_n  -> ∞ as n -> ∞ for x_{n+1}  = (1 + (1/( x_n )))^n; such x_1 = 1.187…,,digit/number: first Foias' constant; the unique value of x_1 such that x_n  -> ∞ as n -> ∞ for x_{n+1}  = (1 + (1/( x_n )))^n; such x_1 = 1.187…,,,See also: {fu'a'au},,,,,
PA5,fu'a'au,非標準,,digit/number: second Foias constant; the value x for which (1/x)(1 + (1/x))^x=1 is true; ≈ 2.293…,,digit/number: second Foias constant; the value x for which (1/x)(1 + (1/x))^x=1 is true; ≈ 2.293…,,,See also:  {fu'a'ai},,,,,
PA5,ga'au,非標準,,"digit/number: Euler–Mascheroni constant, usually denoted by lowercase gamma (γ); approximately 0.5772156649 (in decimal).",,"digit/number: Euler–Mascheroni constant, usually denoted by lowercase gamma (γ); approximately 0.5772156649 (in decimal).",,,"The difference in the limit as n becomes arbitrarily large between/of: the sum of (1/k) for all strictly positive integers k < (n+1), and the natural logarithm of n.",,,,,
PA5,gau'i'o,非標準,,digit/number: Gauss' arithmetic-geometric mean of 1 and √(2) constant G ≈ .8346268…,,digit/number: Gauss' arithmetic-geometric mean of 1 and √(2) constant G ≈ .8346268…,,,,,,,,
PA5,go'o'i'a,非標準,,digit/number: Goloumb-Dickman constant ≈ .6243…,,digit/number: Goloumb-Dickman constant ≈ .6243…,,,,,,,,
PA5,ka'ei'a,非標準,,digit/number: Conway's look-and-say constant λ ≈ 1.303577269…,,digit/number: Conway's look-and-say constant λ ≈ 1.303577269…,,,"Especially important for Lojban. Assumes decimal counting(?); therefore, not entirely culturally neutral or mathematically important, but it makes sense in the context of typical Lojban.",,,,,
PA5,kai'o,非標準,,quaternion i,,quaternion i,,,"Works like {ka'o} (as a comma) and is isomorphic to (and might even be considered identical to/equivalent with) it. See also: {ka'o}, {kei'o}, {koi'o}, {kau'o}.",,,,,
PA5,ka'o,標準,,虚数単位（i）／-1の平方根 ： 数量詞；,,digit/number: imaginary i; square root of -1.,,,・読み方： カホ,,,,,
PA5,ka'o'ai,非標準,,imaginary i (non-comma),,imaginary i (non-comma),,,"This is literally a unit, a pure number that is treated as a scalar; it is what happens when considering C to be a field over C - ordered pairs/tuples for coordinates no longer make much sense. Thus, this number operates exactly as one might think i would/should operate: as a single number, without components. In certain bases, it can be used a pure digit (which simplifies some potential numeric strings, compared to the usage of {ka'o} therein). See also: {ka'o}",,,,,
PA5,kau'o,非標準,,generic algebra unit e_n,,generic algebra unit e_n,,,"The structure/space in which it is being considered should be specified.  Subscripts are expected. Used for octonions, sedenions, etc. Can also be used for R, C, or H. Works like {ka'o} (as a comma) and is isomorphic to it. See also: {ka'o}, {kai'o}, {kei'o}, {koi'o}.",,,,,
PA5,kei'o,非標準,,quaternion j,,quaternion j,,,"Works like {ka'o} (as a comma) and is isomorphic to it. See also: {ka'o}, {kai'o}, {koi'o}, {kau'o}.",,,,,
PA5,koi'o,非標準,,quaternion k,,quaternion k,,,"Works like {ka'o} (as a comma) and is isomorphic to it. See also: {ka'o}, {kai'o}, {kei'o}, {kau'o}.",,,,,
PA5,mai'e'e,非標準,,digit/number: Meissel-Mertens constant M ≈ 0.2614972128476427837554268386086958590516…,,digit/number: Meissel-Mertens constant M ≈ 0.2614972128476427837554268386086958590516…,,,"The limiting difference of the harmonic series summed over only the positive prime natural numbers less than or equal to n and the natural logarithm of the natural logarithm of n, as n -> ∞.",,,,,
